id_pedido,data_venda,ids_cliente,idade_cliente,produto,categoria,quantidade,valor_unitario,valores_venda,estado,feedback
45,2022-02-14,700,78,Smartphone,Eletrônicos,3,1856.6598219162322,5569.979465748696,FL,Qualidade inferior ao anunciado
46,2022-02-15,976,48,Fone de ouvido,Acessórios,4,1640.4610100122075,6561.84404004883,CA,Atendimento excepcional.
47,2022-02-16,783,75,Fone de ouvido,Acessórios,5,1503.138506353679,7515.692531768395,FL,Produto ok.
48,2022-02-17,190,31,Fone de ouvido,Acessórios,2,702.6644043123786,1405.3288086247571,TX,Produto ok.
49,2022-02-18,958,34,Tablet,Eletrônicos,4,175.75620959533327,703.0248383813331,TX,Atendimento excepcional.
50,2022-02-19,687,33,Fone de ouvido,Acessórios,3,442.5337296921751,1327.6011890765253,NY,Excelente produto!
51,2022-02-20,958,45,Smartphone,Eletrônicos,3,921.279995782432,2763.8399873472963,NY,Excelente produto!
52,2022-02-21,563,26,Fone de ouvido,Acessórios,1,1914.5897465280877,1914.5897465280877,NY,Excelente produto!
53,2022-02-22,876,68,Laptop,Eletrônicos,4,1459.5656503669406,5838.262601467763,CA,Excelente produto!
54,2022-02-23,567,77,Fone de ouvido,Acessórios,1,1665.1519380780824,1665.1519380780824,TX,Produto com ótimo custo-benefício.
55,2022-02-24,244,19,Tablet,Eletrônicos,2,590.7230989676282,1181.4461979352564,TX,Entrega atrasada
56,2022-02-25,832,21,Laptop,Eletrônicos,1,1383.4549035343312,1383.4549035343312,FL,Muito satisfeito com a compra.
57,2022-02-26,505,37,Laptop,Eletrônicos,2,1731.754379587093,3463.508759174186,TX,Atendimento sem problema
58,2022-02-27,131,58,Laptop,Eletrônicos,3,984.8524540483398,2954.5573621450194,FL,Muito satisfeito com a compra.
59,2022-02-28,485,53,Tablet,Eletrônicos,1,888.2891274499793,888.2891274499793,CA,Produto com ótimo custo-benefício.
60,2022-03-01,819,54,Smartphone,Eletrônicos,1,1452.8388011919685,1452.8388011919685,NY,Produto com ótimo custo-benefício.
61,2022-03-02,647,23,Fone de ouvido,Acessórios,5,1141.8277881772553,5709.138940886277,NY,Muito satisfeito com a compra.
62,2022-03-03,21,69,Laptop,Eletrônicos,3,1986.6836122283855,5960.050836685156,FL,Entrega dentro do prazo previsto.
63,2022-03-04,841,18,Laptop,Eletrônicos,5,878.9504614206952,4394.752307103476,IL,Atendimento excepcional.
64,2022-03-05,167,62,Laptop,Eletrônicos,2,393.0893907837239,786.1787815674478,FL,Produto com ótimo custo-benefício.
65,2022-03-06,274,67,Smartphone,Eletrônicos,2,970.2733529333101,1940.5467058666202,CA,Entrega rápida!
66,2022-03-07,388,20,Smartphone,Eletrônicos,3,508.64973654057616,1525.9492096217284,TX,Atendimento excepcional.
67,2022-03-08,601,69,Tablet,Eletrônicos,2,1144.444950549277,2288.889901098554,FL,Sem reclamações.
68,2022-03-09,316,54,Smartphone,Eletrônicos,3,295.3041352539944,885.9124057619831,CA,Atendimento sem problema
69,2022-03-10,14,62,Fone de ouvido,Acessórios,2,1902.4537334209126,3804.907466841825,NY,Produto cumpre o que promete
70,2022-03-11,242,59,Tablet,Eletrônicos,4,1726.6546190033139,6906.6184760132555,IL,Entrega rápida!
71,2022-03-12,777,75,Tablet,Eletrônicos,1,353.3525243622973,353.3525243622973,IL,Atendimento excepcional.
72,2022-03-13,346,20,Fone de ouvido,Acessórios,4,386.16619935666887,1544.6647974266755,FL,Muito satisfeito com a compra.
73,2022-03-14,565,60,Fone de ouvido,Acessórios,3,1049.2554152516323,3147.7662457548968,TX,Produto cumpre o que promete
74,2022-03-15,898,50,Fone de ouvido,Acessórios,3,1557.118704731364,4671.356114194092,FL,Excelente produto!
75,2022-03-16,340,76,Tablet,Eletrônicos,4,477.2047045516824,1908.8188182067297,IL,Arrependido da compra
76,2022-03-17,92,76,Tablet,Eletrônicos,1,168.89485314108708,168.89485314108708,IL,Entrega atrasada
77,2022-03-18,367,32,Tablet,Eletrônicos,1,1113.7918393360994,1113.7918393360994,NY,Entrega atrasada
78,2022-03-19,956,73,Fone de ouvido,Acessórios,5,1398.6143724989195,6993.071862494598,TX,Produto com ótimo custo-benefício.
79,2022-03-20,455,73,Fone de ouvido,Acessórios,2,526.5127080207982,1053.0254160415964,TX,Produto com ótimo custo-benefício.
80,2022-03-21,428,78,Laptop,Eletrônicos,5,1492.5471861137444,7462.735930568722,IL,Produto ok.
81,2022-03-22,509,21,Smartphone,Eletrônicos,1,1903.755380641987,1903.755380641987,IL,Produto ok.
82,2022-03-23,776,32,Laptop,Eletrônicos,4,317.29516323667207,1269.1806529466883,FL,Entrega dentro do prazo previsto.
83,2022-03-24,943,24,Fone de ouvido,Acessórios,2,1046.5066773519557,2093.0133547039113,FL,Atendimento excepcional.
84,2022-03-25,35,64,Tablet,Eletrônicos,4,160.84180382908607,643.3672153163443,NY,Atendimento sem problema
85,2022-03-26,206,21,Fone de ouvido,Acessórios,5,452.9889640998953,2264.9448204994765,IL,Excelente produto!
86,2022-03-27,81,79,Smartphone,Eletrônicos,3,225.1477392490929,675.4432177472787,FL,Excelente produto!
87,2022-03-28,932,20,Laptop,Eletrônicos,4,837.8129150063949,3351.2516600255794,NY,Produto ok.
88,2022-03-29,562,40,Laptop,Eletrônicos,5,1650.6219912307774,8253.109956153887,TX,Atendimento excepcional.
89,2022-03-30,872,31,Tablet,Eletrônicos,5,1175.4043785174736,5877.021892587368,IL,Entrega dentro do prazo previsto.
90,2022-03-31,388,23,Laptop,Eletrônicos,5,484.04043247259,2420.20216236295,CA,Entrega rápida!
91,2022-04-01,2,50,Laptop,Eletrônicos,3,128.21576183666002,384.64728550998007,IL,Excelente produto!
92,2022-04-02,390,26,Fone de ouvido,Acessórios,3,1129.1264808091682,3387.3794424275047,FL,Atendimento excepcional.
93,2022-04-03,566,29,Laptop,Eletrônicos,3,308.95359423161347,926.8607826948404,IL,Atendimento excepcional.
94,2022-04-04,106,67,Laptop,Eletrônicos,2,718.3313533593266,1436.6627067186532,CA,Entrega rápida!
95,2022-04-05,772,78,Laptop,Eletrônicos,3,1044.8749048815316,3134.624714644595,IL,Produto com ótimo custo-benefício.
96,2022-04-06,822,52,Tablet,Eletrônicos,3,1812.2784445880754,5436.835333764227,FL,Produto ok.
97,2022-04-07,477,70,Tablet,Eletrônicos,3,209.55548782299812,628.6664634689944,TX,Atendimento excepcional.
98,2022-04-08,703,48,Fone de ouvido,Acessórios,4,1353.7848049203196,5415.1392196812785,FL,Atendimento sem problema
99,2022-04-09,402,68,Laptop,Eletrônicos,3,77.45850673451312,232.37552020353937,NY,Muito satisfeito com a compra.
100,2022-04-10,730,20,Tablet,Eletrônicos,2,1278.3216771025768,2556.6433542051536,FL,Produto ok.
101,2022-04-11,556,73,Tablet,Eletrônicos,5,1125.4883541946576,5627.441770973288,NY,Muito satisfeito com a compra.
102,2022-04-12,162,63,Fone de ouvido,Acessórios,4,1633.139909175632,6532.559636702528,IL,Entrega rápida!
103,2022-04-13,202,53,Smartphone,Eletrônicos,1,1086.7418220857346,1086.7418220857346,NY,Entrega dentro do prazo previsto.
104,2022-04-14,958,30,Laptop,Eletrônicos,3,737.6023694659681,2212.8071083979044,IL,Entrega rápida!
105,2022-04-15,996,30,Tablet,Eletrônicos,5,523.3641990900419,2616.8209954502095,NY,Péssimo atendimento
106,2022-04-16,270,75,Fone de ouvido,Acessórios,5,216.23699647504236,1081.1849823752118,FL,Atendimento excepcional.
107,2022-04-17,863,51,Fone de ouvido,Acessórios,4,1092.494714878041,4369.978859512164,CA,Arrependido da compra
108,2022-04-18,816,38,Fone de ouvido,Acessórios,1,1782.2277569647085,1782.2277569647085,IL,Muito satisfeito com a compra.
109,2022-04-19,271,51,Tablet,Eletrônicos,2,1053.7517632135944,2107.5035264271887,NY,Entrega rápida!
110,2022-04-20,456,59,Laptop,Eletrônicos,5,1491.25057205849,7456.25286029245,CA,Entrega rápida!
111,2022-04-21,462,60,Smartphone,Eletrônicos,5,631.9481295242724,3159.740647621362,NY,Atendimento excepcional.
112,2022-04-22,727,45,Laptop,Eletrônicos,5,923.8551767557971,4619.275883778985,NY,Atendimento excepcional.
113,2022-04-23,252,73,Fone de ouvido,Acessórios,5,682.9762467195662,3414.881233597831,NY,Atendimento excepcional.
114,2022-04-24,702,64,Fone de ouvido,Acessórios,4,263.06891714204994,1052.2756685681998,FL,Excelente produto!
115,2022-04-25,296,52,Smartphone,Eletrônicos,1,863.1277764028347,863.1277764028347,NY,Sem reclamações.
116,2022-04-26,725,31,Laptop,Eletrônicos,5,1540.360102082572,7701.80051041286,CA,Sem reclamações.
117,2022-04-27,720,35,Fone de ouvido,Acessórios,2,820.2012491118086,1640.4024982236172,NY,Excelente produto!
118,2022-04-28,749,36,Fone de ouvido,Acessórios,2,1317.8494833256211,2635.6989666512422,TX,Entrega rápida!
119,2022-04-29,338,36,Laptop,Eletrônicos,3,1529.3001938991774,4587.900581697532,IL,Produto com ótimo custo-benefício.
120,2022-04-30,879,50,Fone de ouvido,Acessórios,5,679.3356430718292,3396.6782153591457,FL,Atendimento sem problema
121,2022-05-01,53,68,Laptop,Eletrônicos,5,1605.1533912306797,8025.7669561533985,TX,Entrega rápida!
122,2022-05-02,792,52,Fone de ouvido,Acessórios,5,710.9051480909338,3554.525740454669,TX,Atendimento sem problema
123,2022-05-03,922,37,Laptop,Eletrônicos,5,549.4087678978893,2747.043839489447,CA,Atendimento excepcional.
124,2022-05-04,217,46,Smartphone,Eletrônicos,5,483.7700271317368,2418.850135658684,CA,Muito satisfeito com a compra.
125,2022-05-05,764,25,Fone de ouvido,Acessórios,2,439.8130841634366,879.6261683268732,FL,Atendimento excepcional.
126,2022-05-06,188,42,Smartphone,Eletrônicos,1,1487.3919419861236,1487.3919419861236,FL,Produto com ótimo custo-benefício.
127,2022-05-07,380,34,Fone de ouvido,Acessórios,1,1780.6430590609893,1780.6430590609893,IL,Produto com ótimo custo-benefício.
128,2022-05-08,493,18,Fone de ouvido,Acessórios,3,499.764524661314,1499.293573983942,NY,Sem reclamações.
129,2022-05-09,41,55,Tablet,Eletrônicos,2,216.2185807025002,432.4371614050004,FL,Atendimento excepcional.
130,2022-05-10,157,66,Laptop,Eletrônicos,5,661.8456037624549,3309.228018812274,FL,Muito satisfeito com a compra.
131,2022-05-11,15,77,Smartphone,Eletrônicos,1,1332.8021158966494,1332.8021158966494,NY,Atendimento sem problema
132,2022-05-12,813,70,Smartphone,Eletrônicos,4,768.6141798407758,3074.4567193631033,IL,Muito satisfeito com a compra.
133,2022-05-13,65,47,Smartphone,Eletrônicos,4,1120.8942514618766,4483.577005847506,CA,Muito satisfeito com a compra.
134,2022-05-14,857,45,Laptop,Eletrônicos,4,1501.394683066631,6005.578732266524,IL,Atendimento sem problema
135,2022-05-15,839,50,Tablet,Eletrônicos,5,846.5331357523446,4232.665678761723,NY,Sem reclamações.
136,2022-05-16,521,30,Smartphone,Eletrônicos,5,1999.40492117383,9997.02460586915,CA,Atendimento excepcional.
137,2022-05-17,344,41,Laptop,Eletrônicos,3,631.0010574592299,1893.0031723776897,CA,Atendimento sem problema
138,2022-05-18,129,61,Fone de ouvido,Acessórios,3,1957.5842861516032,5872.75285845481,CA,Muito satisfeito com a compra.
139,2022-05-19,648,54,Smartphone,Eletrônicos,3,445.9078472045722,1337.7235416137166,IL,Entrega rápida!
140,2022-05-20,472,39,Smartphone,Eletrônicos,4,266.3168993653651,1065.2675974614604,NY,Atendimento excepcional.
141,2022-05-21,63,69,Tablet,Eletrônicos,5,1514.1197189340176,7570.598594670088,IL,Atendimento excepcional.
142,2022-05-22,139,30,Smartphone,Eletrônicos,4,1419.5038304698362,5678.015321879345,IL,Péssimo atendimento
143,2022-05-23,499,57,Smartphone,Eletrônicos,3,1631.7802271228056,4895.340681368417,TX,Produto ok.
144,2022-05-24,593,29,Fone de ouvido,Acessórios,5,720.0013223799446,3600.006611899723,FL,Produto com ótimo custo-benefício.
145,2022-05-25,392,74,Laptop,Eletrônicos,2,1865.0749250133183,3730.1498500266366,IL,Excelente produto!
146,2022-05-26,675,58,Laptop,Eletrônicos,1,282.98878532750376,282.98878532750376,TX,Sem reclamações.
147,2022-05-27,419,66,Tablet,Eletrônicos,1,109.040347595696,109.040347595696,NY,Atendimento sem problema
148,2022-05-28,289,63,Fone de ouvido,Acessórios,3,636.0995759683444,1908.2987279050333,TX,Atendimento excepcional.
149,2022-05-29,379,24,Laptop,Eletrônicos,4,1604.7827036304884,6419.130814521954,IL,Atendimento excepcional.
150,2022-05-30,773,53,Fone de ouvido,Acessórios,2,1362.3154991836138,2724.6309983672277,NY,Produto cumpre o que promete
151,2022-05-31,490,46,Laptop,Eletrônicos,5,900.607090234115,4503.0354511705755,TX,Produto cumpre o que promete
152,2022-06-01,231,46,Fone de ouvido,Acessórios,4,549.6945476789541,2198.7781907158164,IL,Muito satisfeito com a compra.
153,2022-06-02,41,43,Tablet,Eletrônicos,3,165.58193419755554,496.7458025926666,NY,Entrega dentro do prazo previsto.
154,2022-06-03,28,44,Smartphone,Eletrônicos,4,708.1358779725714,2832.5435118902856,NY,Produto com ótimo custo-benefício.
155,2022-06-04,135,41,Tablet,Eletrônicos,3,947.0385471217618,2841.1156413652852,FL,Entrega rápida!
156,2022-06-05,201,48,Laptop,Eletrônicos,1,1389.6964842388502,1389.6964842388502,IL,Produto com ótimo custo-benefício.
157,2022-06-06,840,24,Tablet,Eletrônicos,1,1309.6453121455404,1309.6453121455404,FL,Atendimento excepcional.
158,2022-06-07,780,34,Smartphone,Eletrônicos,4,1897.3225607171619,7589.2902428686475,NY,Produto ok.
159,2022-06-08,930,66,Tablet,Eletrônicos,2,245.77204215307904,491.5440843061581,NY,Muito satisfeito com a compra.
160,2022-06-09,33,50,Laptop,Eletrônicos,5,705.863239614316,3529.3161980715795,TX,Produto com ótimo custo-benefício.
161,2022-06-10,48,51,Laptop,Eletrônicos,3,989.0772597769518,2967.2317793308553,FL,Produto cumpre o que promete
162,2022-06-11,503,75,Tablet,Eletrônicos,5,1357.856798015279,6789.283990076396,CA,Excelente produto!
163,2022-06-12,407,35,Smartphone,Eletrônicos,1,1016.1307983107423,1016.1307983107423,IL,Produto cumpre o que promete
164,2022-06-13,574,58,Tablet,Eletrônicos,2,1829.8785522961405,3659.757104592281,FL,Sem reclamações.
165,2022-06-14,728,22,Smartphone,Eletrônicos,2,1236.9110739196365,2473.822147839273,NY,Excelente produto!
166,2022-06-15,805,18,Fone de ouvido,Acessórios,5,127.34754889786971,636.7377444893485,TX,Produto com ótimo custo-benefício.
167,2022-06-16,99,24,Smartphone,Eletrônicos,1,271.62913967896185,271.62913967896185,IL,Atendimento sem problema
168,2022-06-17,684,75,Fone de ouvido,Acessórios,5,1519.3163448870891,7596.581724435446,IL,Produto com ótimo custo-benefício.
169,2022-06-18,872,51,Tablet,Eletrônicos,4,1445.7860078752738,5783.144031501095,TX,Produto com ótimo custo-benefício.
170,2022-06-19,726,20,Smartphone,Eletrônicos,2,349.319153560125,698.63830712025,NY,Produto ok.
171,2022-06-20,987,53,Fone de ouvido,Acessórios,2,164.8718890780488,329.7437781560976,CA,Muito satisfeito com a compra.
172,2022-06-21,547,52,Fone de ouvido,Acessórios,4,1178.4998181077437,4713.999272430975,TX,Excelente produto!
173,2022-06-22,961,68,Fone de ouvido,Acessórios,1,1289.69072245213,1289.69072245213,CA,Atendimento sem problema
174,2022-06-23,739,74,Laptop,Eletrônicos,2,313.8342931500281,627.6685863000562,FL,Sem reclamações.
175,2022-06-24,613,29,Tablet,Eletrônicos,3,973.5576760295897,2920.673028088769,IL,Entrega rápida!
176,2022-06-25,943,32,Fone de ouvido,Acessórios,3,646.3714817809052,1939.1144453427157,NY,Entrega rápida!
177,2022-06-26,462,21,Smartphone,Eletrônicos,1,1866.0460089919309,1866.0460089919309,CA,Excelente produto!
178,2022-06-27,643,73,Fone de ouvido,Acessórios,4,477.43961660933894,1909.7584664373558,NY,Atendimento sem problema
179,2022-06-28,769,50,Laptop,Eletrônicos,5,1479.8584155114343,7399.292077557171,FL,Entrega dentro do prazo previsto.
180,2022-06-29,5,33,Tablet,Eletrônicos,1,1060.3611310214583,1060.3611310214583,CA,Entrega rápida!
181,2022-06-30,218,46,Laptop,Eletrônicos,5,72.4659734507846,362.329867253923,NY,Produto cumpre o que promete
182,2022-07-01,503,23,Laptop,Eletrônicos,1,1058.1472372646044,1058.1472372646044,NY,Atendimento excepcional.
183,2022-07-02,767,66,Laptop,Eletrônicos,3,243.9706923430279,731.9120770290838,FL,Sem reclamações.
184,2022-07-03,398,54,Smartphone,Eletrônicos,4,1335.1712818593578,5340.685127437431,TX,Muito satisfeito com a compra.
185,2022-07-04,871,40,Tablet,Eletrônicos,3,1152.7708842440659,3458.3126527321974,FL,Atendimento sem problema
186,2022-07-05,795,30,Tablet,Eletrônicos,4,70.33309330027541,281.33237320110163,CA,Entrega atrasada
187,2022-07-06,393,61,Smartphone,Eletrônicos,5,449.15101768681353,2245.7550884340676,CA,Produto ok.
188,2022-07-07,207,18,Tablet,Eletrônicos,1,1563.6388531004443,1563.6388531004443,IL,Produto ok.
189,2022-07-08,15,74,Laptop,Eletrônicos,2,587.7565978889412,1175.5131957778824,NY,Produto cumpre o que promete
190,2022-07-09,858,29,Tablet,Eletrônicos,2,1023.6026322679536,2047.2052645359072,CA,Qualidade inferior ao anunciado
191,2022-07-10,554,44,Smartphone,Eletrônicos,4,658.3972980979083,2633.5891923916333,TX,Atendimento sem problema
192,2022-07-11,892,42,Laptop,Eletrônicos,4,1846.977369975203,7387.909479900812,TX,Produto cumpre o que promete
193,2022-07-12,461,39,Smartphone,Eletrônicos,3,1096.3251846776966,3288.97555403309,FL,Produto cumpre o que promete
194,2022-07-13,691,79,Fone de ouvido,Acessórios,2,1407.5383539692407,2815.0767079384814,CA,Produto com ótimo custo-benefício.
195,2022-07-14,575,51,Laptop,Eletrônicos,3,212.77840415936055,638.3352124780816,CA,Produto com ótimo custo-benefício.
196,2022-07-15,864,35,Laptop,Eletrônicos,5,128.65517568886668,643.2758784443333,IL,Entrega rápida!
197,2022-07-16,743,58,Tablet,Eletrônicos,2,555.4949803809052,1110.9899607618104,IL,Produto com ótimo custo-benefício.
198,2022-07-17,241,33,Laptop,Eletrônicos,5,652.8118698946255,3264.0593494731274,IL,Atendimento sem problema
199,2022-07-18,564,46,Smartphone,Eletrônicos,1,1390.9770553008086,1390.9770553008086,CA,Atendimento excepcional.
200,2022-07-19,96,47,Tablet,Eletrônicos,3,1159.8044802892605,3479.4134408677814,FL,Atendimento excepcional.
201,2022-07-20,900,47,Fone de ouvido,Acessórios,4,780.4302335232213,3121.7209340928853,FL,Excelente produto!
202,2022-07-21,734,37,Smartphone,Eletrônicos,2,1325.5290941471212,2651.0581882942424,FL,Excelente produto!
203,2022-07-22,485,64,Fone de ouvido,Acessórios,3,368.9532073057599,1106.8596219172798,FL,Excelente produto!
204,2022-07-23,407,39,Fone de ouvido,Acessórios,4,173.8049048886765,695.219619554706,TX,Arrependido da compra
205,2022-07-24,231,78,Fone de ouvido,Acessórios,1,1716.284930020491,1716.284930020491,CA,Entrega dentro do prazo previsto.
206,2022-07-25,749,59,Laptop,Eletrônicos,2,1149.6949501243114,2299.389900248623,NY,Atendimento excepcional.
207,2022-07-26,655,51,Smartphone,Eletrônicos,5,1315.7357835929715,6578.678917964858,CA,Muito satisfeito com a compra.
208,2022-07-27,171,21,Smartphone,Eletrônicos,1,649.1223889616696,649.1223889616696,FL,Entrega dentro do prazo previsto.
209,2022-07-28,541,67,Laptop,Eletrônicos,4,775.3121675885144,3101.2486703540576,TX,Sem reclamações.
210,2022-07-29,36,48,Tablet,Eletrônicos,2,210.61652194830268,421.23304389660535,TX,Produto com ótimo custo-benefício.
211,2022-07-30,525,68,Fone de ouvido,Acessórios,2,1721.1269662134582,3442.2539324269164,CA,Muito satisfeito com a compra.
212,2022-07-31,160,67,Smartphone,Eletrônicos,1,1205.256927653923,1205.256927653923,NY,Excelente produto!
213,2022-08-01,839,31,Laptop,Eletrônicos,2,213.07394320088423,426.14788640176846,FL,Atendimento excepcional.
214,2022-08-02,699,25,Fone de ouvido,Acessórios,4,1618.8327194637511,6475.3308778550045,TX,Entrega rápida!
215,2022-08-03,243,54,Tablet,Eletrônicos,1,916.0249705581002,916.0249705581002,FL,Produto ok.
216,2022-08-04,86,22,Tablet,Eletrônicos,5,1541.9476328315259,7709.738164157629,FL,Produto cumpre o que promete
217,2022-08-05,796,25,Fone de ouvido,Acessórios,1,74.60873107383861,74.60873107383861,FL,Excelente produto!
218,2022-08-06,578,28,Tablet,Eletrônicos,1,106.04240909563916,106.04240909563916,IL,Entrega dentro do prazo previsto.
219,2022-08-07,682,73,Smartphone,Eletrônicos,5,383.0267696251821,1915.1338481259106,FL,Arrependido da compra
220,2022-08-08,557,46,Smartphone,Eletrônicos,4,461.2872844743257,1845.1491378973028,FL,Sem reclamações.
221,2022-08-09,574,72,Smartphone,Eletrônicos,3,1539.7132841047685,4619.139852314305,NY,Atendimento sem problema
222,2022-08-10,953,38,Tablet,Eletrônicos,3,1428.0536198323664,4284.160859497099,NY,Qualidade inferior ao anunciado
223,2022-08-11,646,56,Smartphone,Eletrônicos,5,1251.3718323031649,6256.859161515824,IL,Muito satisfeito com a compra.
224,2022-08-12,796,30,Laptop,Eletrônicos,4,1775.4748481425106,7101.899392570042,IL,Entrega rápida!
225,2022-08-13,28,66,Smartphone,Eletrônicos,2,531.9401281299142,1063.8802562598285,FL,Entrega atrasada
226,2022-08-14,620,36,Smartphone,Eletrônicos,5,1813.5895626136742,9067.947813068371,TX,Produto com ótimo custo-benefício.
227,2022-08-15,556,20,Tablet,Eletrônicos,3,1823.4685850671058,5470.405755201317,TX,Produto cumpre o que promete
228,2022-08-16,340,51,Smartphone,Eletrônicos,4,896.8065323643847,3587.2261294575387,CA,Produto cumpre o que promete
229,2022-08-17,798,55,Fone de ouvido,Acessórios,1,234.0530908193293,234.0530908193293,TX,Produto com ótimo custo-benefício.
230,2022-08-18,958,36,Laptop,Eletrônicos,4,1466.7918209695738,5867.167283878295,TX,Muito satisfeito com a compra.
231,2022-08-19,331,49,Tablet,Eletrônicos,4,707.0109116618044,2828.0436466472174,NY,Entrega rápida!
232,2022-08-20,640,64,Laptop,Eletrônicos,3,1600.1125590016247,4800.337677004874,CA,Produto com ótimo custo-benefício.
